,address,street_name,street_type,street_quad,house_number,address_type,longitude,latitude,location,point,:@computed_region_4a3i_ccfj,:@computed_region_4b54_tmc4,:@computed_region_kxmf_bzkv,:@computed_region_hq2j_w7j9,:@computed_region_p8tp_5dkv,house_alpha
866,901 20 AV NW,20,AV,NW,901,Parcel,-114.08163007118848,51.070424027775864,"{'latitude': '51.070424027775864', 'longitude': '-114.08163007118848', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.08163007118848, 51.070424027775864]}",2,7,17,256,7,
867,29 MARTINGROVE WY NE,MARTINGROVE,WY,NE,29,Parcel,-113.95101181774177,51.111348454593475,"{'latitude': '51.111348454593475', 'longitude': '-113.95101181774177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.95101181774177, 51.111348454593475]}",4,9,180,184,1,
868,848 EVERRIDGE DR SW,EVERRIDGE,DR,SW,848,Parcel,-114.11992595895867,50.910985715149046,"{'latitude': '50.910985715149046', 'longitude': '-114.11992595895867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.11992595895867, 50.910985715149046]}",1,5,39,257,6,
869,78 COVEPARK RD NE,COVEPARK,RD,NE,78,Parcel,-114.05161740985427,51.16840102109252,"{'latitude': '51.16840102109252', 'longitude': '-114.05161740985427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.05161740985427, 51.16840102109252]}",4,11,251,8,12,
870,946 TARADALE DR NE,TARADALE,DR,NE,946,Parcel,-113.92748483839017,51.11954475758886,"{'latitude': '51.11954475758886', 'longitude': '-113.92748483839017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.92748483839017, 51.11954475758886]}",4,11,26,290,1,
871,159 CITYSCAPE RO NE,CITYSCAPE,RO,NE,159,Parcel,-113.95952903807878,51.15368050112218,"{'latitude': '51.15368050112218', 'longitude': '-113.95952903807878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.95952903807878, 51.15368050112218]}",4,11,176,99,1,
872,118 EVANSMEADE CI NW,EVANSMEADE,CI,NW,118,Parcel,-114.11460134364401,51.16327381986232,"{'latitude': '51.16327381986232', 'longitude': '-114.11460134364401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.11460134364401, 51.16327381986232]}",2,3,237,92,10,
873,113 HIDDEN CREEK HT NW,HIDDEN CREEK,HT,NW,113,Parcel,-114.10466138820888,51.15987337855829,"{'latitude': '51.15987337855829', 'longitude': '-114.10466138820888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.10466138820888, 51.15987337855829]}",2,2,25,289,12,
874,5624 LADBROOKE PL SW,LADBROOKE,PL,SW,5624,Parcel,-114.13542994242583,51.00344975831352,"{'latitude': '51.00344975831352', 'longitude': '-114.13542994242583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.13542994242583, 51.00344975831352]}",1,8,129,266,5,
875,156 RUNDLEHILL DR NE,RUNDLEHILL,DR,NE,156,Parcel,-113.96975358155917,51.07557970517518,"{'latitude': '51.07557970517518', 'longitude': '-113.96975358155917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.96975358155917, 51.07557970517518]}",4,9,34,291,3,
876,248 CITADEL PA NW,CITADEL,PA,NW,248,Parcel,-114.17471668066293,51.14077699096372,"{'latitude': '51.14077699096372', 'longitude': '-114.17471668066293', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.17471668066293, 51.14077699096372]}",2,3,247,177,10,
877,623 49 AV SW,49,AV,SW,623,Parcel,-114.07776796716794,51.00949715513807,"{'latitude': '51.00949715513807', 'longitude': '-114.07776796716794', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.07776796716794, 51.00949715513807]}",1,8,143,275,5,
878,6011 DALCASTLE DR NW,DALCASTLE,DR,NW,6011,Parcel,-114.17346327703166,51.11084599607805,"{'latitude': '51.11084599607805', 'longitude': '-114.17346327703166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.17346327703166, 51.11084599607805]}",2,7,38,260,4,
879,40 DEL MONICA VI NE,DEL MONICA,VI,NE,40,Parcel,-113.9339604522705,51.08070498716445,"{'latitude': '51.08070498716445', 'longitude': '-113.9339604522705', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.9339604522705, 51.08070498716445]}",4,9,161,116,3,
880,8 TUSCANY GLEN GA NW,TUSCANY GLEN,GA,NW,8,Parcel,-114.24716988582925,51.116163386060855,"{'latitude': '51.116163386060855', 'longitude': '-114.24716988582925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.24716988582925, 51.116163386060855]}",2,13,158,107,9,
881,140 BERMONDSEY RI NW,BERMONDSEY,RI,NW,140,Parcel,-114.08869664747108,51.12692783152291,"{'latitude': '51.12692783152291', 'longitude': '-114.08869664747108', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.08869664747108, 51.12692783152291]}",2,2,273,60,4,
882,315 VALLEY CREST CO NW,VALLEY CREST,CO,NW,315,Parcel,-114.26516389641408,51.09541992195414,"{'latitude': '51.09541992195414', 'longitude': '-114.26516389641408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.26516389641408, 51.09541992195414]}",2,13,47,175,9,
883,4360 72 ST NW,72,ST,NW,4360,Parcel,-114.1938539868862,51.09099292812499,"{'latitude': '51.09099292812499', 'longitude': '-114.1938539868862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.1938539868862, 51.09099292812499]}",2,13,149,77,9,
884,135 CITADEL VISTA CL NW,CITADEL VISTA,CL,NW,135,Parcel,-114.19676706654984,51.14431693799508,"{'latitude': '51.14431693799508', 'longitude': '-114.19676706654984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.19676706654984, 51.14431693799508]}",2,3,247,177,10,
885,91 EDGEHILL DR NW,EDGEHILL,DR,NW,91,Parcel,-114.16387604024942,51.12001098172908,"{'latitude': '51.12001098172908', 'longitude': '-114.16387604024942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.16387604024942, 51.12001098172908]}",2,2,272,59,4,
886,3318 CENTRE B ST NW,CENTRE B,ST,NW,3318,Parcel,-114.06367420609544,51.08218470573561,"{'latitude': '51.08218470573561', 'longitude': '-114.06367420609544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.06367420609544, 51.08218470573561]}",2,2,259,129,4,
887,264 COPPERSTONE CV SE,COPPERSTONE,CV,SE,264,Parcel,-113.93394870413327,50.915044803591016,"{'latitude': '50.915044803591016', 'longitude': '-113.93394870413327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.93394870413327, 50.915044803591016]}",3,4,96,230,8,
888,2708 60 ST NE,60,ST,NE,2708,Parcel,-113.94658089341333,51.07637572044949,"{'latitude': '51.07637572044949', 'longitude': '-113.94658089341333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.94658089341333, 51.07637572044949]}",4,9,36,294,3,
889,2237 WESTMOUNT RD NW,WESTMOUNT,RD,NW,2237,Parcel,-114.11264199896802,51.05190642329757,"{'latitude': '51.05190642329757', 'longitude': '-114.11264199896802', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.11264199896802, 51.05190642329757]}",2,7,280,35,7,
890,116 RADCLIFFE PL SE,RADCLIFFE,PL,SE,116,Parcel,-113.99269233105491,51.047063956311014,"{'latitude': '51.047063956311014', 'longitude': '-113.99269233105491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.99269233105491, 51.047063956311014]}",3,12,121,264,11,
891,6132 32 AV NW,32,AV,NW,6132,Parcel,-114.17508185948161,51.081621464278534,"{'latitude': '51.081621464278534', 'longitude': '-114.17508185948161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.17508185948161, 51.081621464278534]}",2,13,149,77,9,
892,10607 MAPLEBEND DR SE,MAPLEBEND,DR,SE,10607,Parcel,-114.04075056933759,50.95822429581049,"{'latitude': '50.95822429581049', 'longitude': '-114.04075056933759', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.04075056933759, 50.95822429581049]}",3,6,93,216,5,
893,712 2 AV NE,2,AV,NE,712,Parcel,-114.04759120095021,51.05478821159485,"{'latitude': '51.05478821159485', 'longitude': '-114.04759120095021', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.04759120095021, 51.05478821159485]}",4,10,137,240,11,
894,200 ROYAL OAK HT NW,ROYAL OAK,HT,NW,200,Parcel,-114.23027892790095,51.153658529288016,"{'latitude': '51.153658529288016', 'longitude': '-114.23027892790095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.23027892790095, 51.153658529288016]}",2,3,252,13,9,
895,420 HAWTHORN DR NW,HAWTHORN,DR,NW,420,Parcel,-114.07057272737975,51.10468252716923,"{'latitude': '51.10468252716923', 'longitude': '-114.07057272737975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.07057272737975, 51.10468252716923]}",2,2,192,164,4,
896,144 COVEWOOD GR NE,COVEWOOD,GR,NE,144,Parcel,-114.04328349784062,51.169215572572924,"{'latitude': '51.169215572572924', 'longitude': '-114.04328349784062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.04328349784062, 51.169215572572924]}",4,11,251,8,12,
897,441 MARTINDALE DR NE,MARTINDALE,DR,NE,441,Parcel,-113.9527771455805,51.12226785909359,"{'latitude': '51.12226785909359', 'longitude': '-113.9527771455805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.9527771455805, 51.12226785909359]}",4,9,180,184,1,
898,1436 LIVINGSTON WY NE,LIVINGSTON,WY,NE,1436,Parcel,-114.06638787782407,51.18848964275765,"{'latitude': '51.18848964275765', 'longitude': '-114.06638787782407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.06638787782407, 51.18848964275765]}",4,11,246,10,12,
899,14 SPRING VALLEY TC SW,SPRING VALLEY,TC,SW,14,Parcel,-114.20334387496408,51.02861548774261,"{'latitude': '51.02861548774261', 'longitude': '-114.20334387496408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.20334387496408, 51.02861548774261]}",1,1,289,22,14,
900,39 BRIGHTONSTONE CM SE,BRIGHTONSTONE,CM,SE,39,Parcel,-113.95022751280732,50.92230370443646,"{'latitude': '50.92230370443646', 'longitude': '-113.95022751280732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.95022751280732, 50.92230370443646]}",3,4,139,247,8,
901,71 HUNTERHORN CR NE,HUNTERHORN,CR,NE,71,Parcel,-114.0499259686966,51.11667864586202,"{'latitude': '51.11667864586202', 'longitude': '-114.0499259686966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.0499259686966, 51.11667864586202]}",4,2,261,158,4,
902,35 MARTINBROOK LI NE,MARTINBROOK,LI,NE,35,Parcel,-113.96057625028277,51.11560081972118,"{'latitude': '51.11560081972118', 'longitude': '-113.96057625028277', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.96057625028277, 51.11560081972118]}",4,9,180,184,1,
903,119 SHAWNESSY DR SW,SHAWNESSY,DR,SW,119,Parcel,-114.07462102099133,50.90959643083216,"{'latitude': '50.90959643083216', 'longitude': '-114.07462102099133', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.07462102099133, 50.90959643083216]}",1,5,115,281,6,
904,14584 MT MCKENZIE DR SE,MT MCKENZIE,DR,SE,14584,Parcel,-113.98088239773398,50.92670934782569,"{'latitude': '50.92670934782569', 'longitude': '-113.98088239773398', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.98088239773398, 50.92670934782569]}",3,4,296,89,13,
905,699 WALGROVE BV SE,WALGROVE,BV,SE,699,Parcel,-114.01384901489519,50.86661133070656,"{'latitude': '50.86661133070656', 'longitude': '-114.01384901489519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.01384901489519, 50.86661133070656]}",3,6,135,190,13,
906,4 HARVEST PARK WY NE,HARVEST PARK,WY,NE,4,Parcel,-114.05468733087555,51.151034725500274,"{'latitude': '51.151034725500274', 'longitude': '-114.05468733087555', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.05468733087555, 51.151034725500274]}",4,11,27,241,12,
907,1062 TARADALE DR NE,TARADALE,DR,NE,1062,Parcel,-113.93032639027764,51.1217725839039,"{'latitude': '51.1217725839039', 'longitude': '-113.93032639027764', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.93032639027764, 51.1217725839039]}",4,11,26,290,1,
908,2 GROVE HILL PL SW,GROVE HILL,PL,SW,2,Parcel,-114.15128058830118,51.034696385675836,"{'latitude': '51.034696385675836', 'longitude': '-114.15128058830118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.15128058830118, 51.034696385675836]}",1,1,41,286,14,
909,615 30 AV NE,30,AV,NE,615,Parcel,-114.04958693463863,51.077726805176155,"{'latitude': '51.077726805176155', 'longitude': '-114.04958693463863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.04958693463863, 51.077726805176155]}",4,10,88,202,7,
910,50 EVANSFIELD RI NW,EVANSFIELD,RI,NW,50,Parcel,-114.11717603477011,51.1787860677483,"{'latitude': '51.1787860677483', 'longitude': '-114.11717603477011', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.11717603477011, 51.1787860677483]}",2,3,237,92,10,
911,16 RIVER ROCK CI SE,RIVER ROCK,CI,SE,16,Parcel,-114.00781997632899,50.97060785677765,"{'latitude': '50.97060785677765', 'longitude': '-114.00781997632899', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.00781997632899, 50.97060785677765]}",3,10,19,234,8,
912,1100 BRIGHTONCREST GR SE,BRIGHTONCREST,GR,SE,1100,Parcel,-113.94273795953006,50.92488903666904,"{'latitude': '50.92488903666904', 'longitude': '-113.94273795953006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.94273795953006, 50.92488903666904]}",3,4,139,247,8,
913,138 DOVERTREE PL SE,DOVERTREE,PL,SE,138,Parcel,-113.96835222761705,51.02962602820959,"{'latitude': '51.02962602820959', 'longitude': '-113.96835222761705', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.96835222761705, 51.02962602820959]}",3,10,196,1,11,
914,64 MAHOGANY PA SE,MAHOGANY,PA,SE,64,Parcel,-113.94092653399407,50.88712135979456,"{'latitude': '50.88712135979456', 'longitude': '-113.94092653399407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.94092653399407, 50.88712135979456]}",3,4,116,258,8,
915,73 GLAMORGAN DR SW,GLAMORGAN,DR,SW,73,Parcel,-114.151672584758,51.014265697258715,"{'latitude': '51.014265697258715', 'longitude': '-114.151672584758', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.151672584758, 51.014265697258715]}",1,1,142,274,14,
916,50 WENTWORTH TC SW,WENTWORTH,TC,SW,50,Parcel,-114.21442591398514,51.061173080458865,"{'latitude': '51.061173080458865', 'longitude': '-114.21442591398514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.21442591398514, 51.061173080458865]}",1,1,114,194,14,
917,24 STRATHEARN CR SW,STRATHEARN,CR,SW,24,Parcel,-114.1671030952756,51.04485531926551,"{'latitude': '51.04485531926551', 'longitude': '-114.1671030952756', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.1671030952756, 51.04485531926551]}",1,1,67,20,14,
918,4103 15 ST SW,15,ST,SW,4103,Parcel,-114.09776578372662,51.01796947908968,"{'latitude': '51.01796947908968', 'longitude': '-114.09776578372662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.09776578372662, 51.01796947908968]}",1,8,200,267,2,
919,324 WASCANA CR SE,WASCANA,CR,SE,324,Parcel,-114.06002255670694,50.95979024275992,"{'latitude': '50.95979024275992', 'longitude': '-114.06002255670694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.06002255670694, 50.95979024275992]}",3,6,89,212,5,
920,308 MIDLAKE BV SE,MIDLAKE,BV,SE,308,Parcel,-114.04677679456896,50.90945671934091,"{'latitude': '50.90945671934091', 'longitude': '-114.04677679456896', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.04677679456896, 50.90945671934091]}",3,6,263,161,13,
921,23 APPLEFIELD CL SE,APPLEFIELD,CL,SE,23,Parcel,-113.92756566672568,51.04128426400221,"{'latitude': '51.04128426400221', 'longitude': '-113.92756566672568', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.92756566672568, 51.04128426400221]}",3,12,221,146,11,
922,121 WENTWORTH WY SW,WENTWORTH,WY,SW,121,Parcel,-114.20261242129772,51.05616309121267,"{'latitude': '51.05616309121267', 'longitude': '-114.20261242129772', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.20261242129772, 51.05616309121267]}",1,1,114,194,14,
923,108 CARDIFF DR NW,CARDIFF,DR,NW,108,Parcel,-114.08511356373029,51.08383603231541,"{'latitude': '51.08383603231541', 'longitude': '-114.08511356373029', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.08511356373029, 51.08383603231541]}",2,7,276,66,4,
924,177 SADDLEBROOK CI NE,SADDLEBROOK,CI,NE,177,Parcel,-113.92844827640809,51.13475086686349,"{'latitude': '51.13475086686349', 'longitude': '-113.92844827640809', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.92844827640809, 51.13475086686349]}",4,11,2,143,1,
925,182 SIENNA PARK DR SW,SIENNA PARK,DR,SW,182,Parcel,-114.18650032220037,51.02822380441474,"{'latitude': '51.02822380441474', 'longitude': '-114.18650032220037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.18650032220037, 51.02822380441474]}",1,1,278,65,14,
926,103 SADDLECREST WY NE,SADDLECREST,WY,NE,103,Parcel,-113.94593308768664,51.13703915425985,"{'latitude': '51.13703915425985', 'longitude': '-113.94593308768664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.94593308768664, 51.13703915425985]}",4,11,2,143,1,
927,2612 14A ST SW,14A,ST,SW,2612,Parcel,-114.09578336394549,51.03095608414319,"{'latitude': '51.03095608414319', 'longitude': '-114.09578336394549', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.09578336394549, 51.03095608414319]}",1,14,208,52,2,
928,92 EVANSGLEN PA NW,EVANSGLEN,PA,NW,92,Parcel,-114.09598446915332,51.179263838059214,"{'latitude': '51.179263838059214', 'longitude': '-114.09598446915332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.09598446915332, 51.179263838059214]}",2,3,237,92,10,
929,2135 15 ST SW,15,ST,SW,2135,Parcel,-114.09763427765608,51.035307723853634,"{'latitude': '51.035307723853634', 'longitude': '-114.09763427765608', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.09763427765608, 51.035307723853634]}",1,14,208,52,2,
930,165 EVERSTONE PL SW,EVERSTONE,PL,SW,165,Parcel,-114.10350308749867,50.91171690165914,"{'latitude': '50.91171690165914', 'longitude': '-114.10350308749867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.10350308749867, 50.91171690165914]}",1,5,39,257,6,
931,101 38 AV SW,38,AV,SW,101,Parcel,-114.06447725826257,51.0200929319246,"{'latitude': '51.0200929319246', 'longitude': '-114.06447725826257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.06447725826257, 51.0200929319246]}",1,10,60,276,5,
932,117 TREMBLANT HT SW,TREMBLANT,HT,SW,117,Parcel,-114.21876885205066,51.036841978869006,"{'latitude': '51.036841978869006', 'longitude': '-114.21876885205066', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.21876885205066, 51.036841978869006]}",1,1,289,22,14,
933,139 SILVERADO DR SW,SILVERADO,DR,SW,139,Parcel,-114.07776634191396,50.88371595811405,"{'latitude': '50.88371595811405', 'longitude': '-114.07776634191396', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.07776634191396, 50.88371595811405]}",1,6,134,252,6,
934,36 OGMOOR CR SE,OGMOOR,CR,SE,36,Parcel,-114.01273545514285,50.98594581939793,"{'latitude': '50.98594581939793', 'longitude': '-114.01273545514285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.01273545514285, 50.98594581939793]}",3,10,28,242,11,
935,88 COPPERSTONE GA SE,COPPERSTONE,GA,SE,88,Parcel,-113.93708959725667,50.91371909313022,"{'latitude': '50.91371909313022', 'longitude': '-113.93708959725667', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.93708959725667, 50.91371909313022]}",3,4,96,230,8,
936,3310 29 ST NE,29,ST,NE,3310,Parcel,-113.99165049773764,51.082272873366186,"{'latitude': '51.082272873366186', 'longitude': '-113.99165049773764', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.99165049773764, 51.082272873366186]}",4,9,71,76,3,
937,11 HARLEY RD SW,HARLEY,RD,SW,11,Parcel,-114.09129553900806,50.96916393073551,"{'latitude': '50.96916393073551', 'longitude': '-114.09129553900806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.09129553900806, 50.96916393073551]}",1,8,195,167,5,
938,862 NOLAN HILL BV NW,NOLAN HILL,BV,NW,862,Parcel,-114.17006910559937,51.18120674455123,"{'latitude': '51.18120674455123', 'longitude': '-114.17006910559937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.17006910559937, 51.18120674455123]}",2,3,188,188,10,
939,1119 LAKE SUNDANCE CR SE,LAKE SUNDANCE,CR,SE,1119,Parcel,-114.03698629694394,50.93894760908749,"{'latitude': '50.93894760908749', 'longitude': '-114.03698629694394', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.03698629694394, 50.93894760908749]}",3,6,267,123,13,
940,30 PATTERSON PT SW,PATTERSON,PT,SW,30,Parcel,-114.18345314514217,51.06494028864865,"{'latitude': '51.06494028864865', 'longitude': '-114.18345314514217', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.18345314514217, 51.06494028864865]}",1,1,275,62,14,
941,72 INGLEWOOD CV SE,INGLEWOOD,CV,SE,72,Parcel,-114.02364394974036,51.04134519445431,"{'latitude': '51.04134519445431', 'longitude': '-114.02364394974036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.02364394974036, 51.04134519445431]}",3,10,54,54,11,
942,57 MCKERNAN RD SE,MCKERNAN,RD,SE,57,Parcel,-113.98376533737752,50.90398069752857,"{'latitude': '50.90398069752857', 'longitude': '-113.98376533737752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.98376533737752, 50.90398069752857]}",3,4,296,89,13,
943,997 APPLEWOOD DR SE,APPLEWOOD,DR,SE,997,Parcel,-113.93470500611141,51.045412817798706,"{'latitude': '51.045412817798706', 'longitude': '-113.93470500611141', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.93470500611141, 51.045412817798706]}",3,12,221,146,11,
944,327 SIENNA PARK BA SW,SIENNA PARK,BA,SW,327,Parcel,-114.18089122505403,51.02684342321792,"{'latitude': '51.02684342321792', 'longitude': '-114.18089122505403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.18089122505403, 51.02684342321792]}",1,1,278,65,14,
